"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000179314",-3.23099318697521,1.60062027447227,-6.41891615358373,4.37872491952107e-09,4.27032715151337e-07,10.4198048074519
"ENSG00000169255",1.69763717727789,2.79419688908553,6.41399634425375,4.48064428350464e-09,4.35038838552842e-07,10.3974692158519
"ENSG00000151883",1.86580455650384,4.03880826436496,6.40804560541729,4.60705407907777e-09,4.45341795846712e-07,10.3704627980485
"ENSG00000117115",-3.99933757116044,1.99686616146195,-6.38785808891085,5.06269208053971e-09,4.86902592569956e-07,10.2789231798587
"ENSG00000116985",-1.48944346155884,1.43529894426331,-6.38706895551361,5.08137874030533e-09,4.86902592569956e-07,10.2753473366122
"ENSG00000105926",-1.63160945628453,1.52415430595187,-6.37632559651872,5.34265683642392e-09,5.09712691137609e-07,10.2266838264684
"ENSG00000179168",-1.05935406840949,0.538511534518695,-6.36289163339453,5.6880918459571e-09,5.40319477817475e-07,10.165881410215
"ENSG00000147804",-2.74762124928763,5.63082270440626,-6.35567102493691,5.88277314644764e-09,5.56403841174571e-07,10.13322316327
"ENSG00000187808",-1.10834419810224,0.982477308028756,-6.35441526596737,5.91729566914209e-09,5.57267033768175e-07,10.1275450662553
"ENSG00000179546",-2.53815769754479,1.42132256732887,-6.33237392449948,6.55683806325262e-09,6.14857682145095e-07,10.0279595550606
"ENSG00000128573",-1.78053738464474,0.600860466667524,-6.33103892899231,6.59769278942749e-09,6.16056054801733e-07,10.0219326129043
"ENSG00000188828",-1.06056350876955,0.330200816695548,-6.30952855162648,7.29167611439194e-09,6.77971393975009e-07,9.92489729567273
"ENSG00000163803",-1.74844507358393,1.06029096093021,-6.3016925006219,7.56198812251862e-09,7.00137997352009e-07,9.88958336541182
"ENSG00000148357",-3.25591368100466,1.21574829381999,-6.28723940802402,8.08674156779776e-09,7.45577185807505e-07,9.8244987230603
"ENSG00000268220",-1.15185412758099,1.43474117315893,-6.2837711175869,8.21791641257485e-09,7.54501003519372e-07,9.80889005222144
"ENSG00000122121",-4.34574302662235,1.79790333398153,-6.27821742498867,8.43234747732602e-09,7.70962502895686e-07,9.78390402128811
"ENSG00000173890",-1.49844166685498,5.82435448712869,-6.27639141175475,8.50404918248586e-09,7.74291913739781e-07,9.77569089085882
"ENSG00000082146",-1.82003802787371,3.59413482631171,-6.2644717844172,8.98709438821710e-09,8.11538321648756e-07,9.72210372288846
"ENSG00000117016",-1.68004968031564,0.820040798608965,-6.23115368162862,1.04855134721251e-08,9.3911682497486e-07,9.57255134035581
